zipcode,area,city
79584,"Nanga Kiungkang, Nanga Taman",Sekadau
79584,"Nanga Koman, Nanga Taman",Sekadau
79584,"Nanga Mentukak, Nanga Taman",Sekadau
79584,"Nanga Mongko, Nanga Taman",Sekadau
79584,"Nanga Taman, Nanga Taman",Sekadau
79584,"Pantok, Nanga Taman",Sekadau
79584,"Rirang Jati, Nanga Taman",Sekadau
79584,"Sei/Sungai Lawak, Nanga Taman",Sekadau
79584,"Senangak, Nanga Taman",Sekadau
79584,"Tapang Tingang, Nanga Taman",Sekadau
79585,"Batu Pahat, Nanga Mahap",Sekadau
79585,"Cenayan, Nanga Mahap",Sekadau
79585,"Karang Betung, Nanga Mahap",Sekadau
79585,"Landau Apin, Nanga Mahap",Sekadau
79585,"Landau Kumpai, Nanga Mahap",Sekadau
79585,"Lembah Beringin, Nanga Mahap",Sekadau
79585,"Nanga Mahap, Nanga Mahap",Sekadau
79585,"Nanga Suri, Nanga Mahap",Sekadau
79585,"Sebabas (Se Babas), Nanga Mahap",Sekadau
79585,"Tamang, Nanga Mahap",Sekadau
79585,"Teluk Kebau, Nanga Mahap",Sekadau
79585,"Tembaga, Nanga Mahap",Sekadau
79585,"Tembesuk, Nanga Mahap",Sekadau
79586,"Empajak, Belitang Hilir",Sekadau
79586,"Entabuk, Belitang Hilir",Sekadau
79586,"Kumpang Bis, Belitang Hilir",Sekadau
79586,"Menawai Tekam, Belitang Hilir",Sekadau
79586,"Merbang, Belitang Hilir",Sekadau
79586,"Sei/Sungai Ayak I, Belitang Hilir",Sekadau
79586,"Sei/Sungai Ayak Iii, Belitang Hilir",Sekadau
79586,"Semadu, Belitang Hilir",Sekadau
79586,"Tapang Pulau, Belitang Hilir",Sekadau
79587,"Balai Sepuak, Belitang Hulu",Sekadau
79587,"Batuk Mulau, Belitang Hulu",Sekadau
79587,"Bukit Rambat, Belitang Hulu",Sekadau
79587,"Ijuk (Ijok), Belitang Hulu",Sekadau
79587,"Kumpang Ilong, Belitang Hulu",Sekadau
79587,"Mengaret, Belitang Hulu",Sekadau
79587,"Paket/Pakit Mulau, Belitang Hulu",Sekadau
79587,"Sebetung, Belitang Hulu",Sekadau
79587,"Seburuk, Belitang Hulu",Sekadau
79587,"Sei/Sungai Antu Hulu, Belitang Hulu",Sekadau
79587,"Sei/Sungai Tapah, Belitang Hulu",Sekadau
79587,"Tabuk Hulu, Belitang Hulu",Sekadau
79587,"Terduk Dampak, Belitang Hulu",Sekadau
79588,"Belitang Dua, Belitang",Sekadau
79588,"Belitang Satu, Belitang",Sekadau
79588,"Maboh Permai, Belitang",Sekadau
79588,"Menua Prama, Belitang",Sekadau
79588,"Nanga Ansar, Belitang",Sekadau
79588,"Padak, Belitang",Sekadau
79588,"Setuntung, Belitang",Sekadau
79671,"Balai Agas, Belimbing",Melawi
79671,"Batu Ampar, Belimbing",Melawi
79671,"Batu Buil, Belimbing",Melawi
79671,"Batu Nanta, Belimbing",Melawi
79671,"Belonsat, Belimbing",Melawi
79671,"Beloyang, Belimbing Hulu",Melawi
79671,"Entebah, Belimbing",Melawi
79671,"Guhung, Belimbing",Melawi
79671,"Junjung Permai, Belimbing Hulu",Melawi
79671,"Kayu Bunga, Belimbing Hulu",Melawi
79671,"Keberak (Nanga Keberak), Belimbing Hulu",Melawi
79671,"Labang, Belimbing",Melawi
79671,"Laman Bukit, Belimbing",Melawi
79671,"Langan, Belimbing",Melawi
79671,"Nanga Menunuk, Belimbing",Melawi
79671,"Nanga Pau, Belimbing",Melawi
79671,"Nanga Raya, Belimbing Hulu",Melawi
79671,"Nanga Tikan, Belimbing Hulu",Melawi
79671,"Nusa Kenyikap, Belimbing",Melawi
79671,"Pemuar, Belimbing",Melawi
79671,"Piawas, Belimbing Hulu",Melawi
79671,"Sepan Tonak, Belimbing",Melawi
79671,"Tekaban, Belimbing",Melawi
79671,"Tiong Keranjik, Belimbing Hulu",Melawi
79671,"Upit (Upet), Belimbing",Melawi
79672,"Baru, Nanga Pinoh",Melawi
79672,"Bayur Raya, Pinoh Selatan",Melawi
79672,"Bina Jaya, Pinoh Selatan",Melawi
79672,"Engkurai, Pinoh Utara",Melawi
79672,"Kayan Semapau, Pinoh Utara",Melawi
79672,"Kelakik, Nanga Pinoh",Melawi
79672,"Kenual, Nanga Pinoh",Melawi
79672,"Kompas Raya, Pinoh Utara",Melawi
79672,"Labai Mandiri, Nanga Pinoh",Melawi
79672,"Landau Garong, Pinoh Selatan",Melawi
79672,"Landau Tubun, Pinoh Selatan",Melawi
79672,"Mandau Baru, Pinoh Selatan",Melawi
79672,"Manding, Pinoh Utara",Melawi
79672,"Manggala, Pinoh Selatan",Melawi
79672,"Melamut Bersatu, Pinoh Utara",Melawi
79672,"Melawi Kiri Hilir, Pinoh Utara",Melawi
79672,"Merah Atas, Pinoh Utara",Melawi
79672,"Merpak, Pinoh Utara",Melawi
79672,"Nanga Belimbing, Pinoh Utara",Melawi
79672,"Nanga Kayan, Nanga Pinoh",Melawi
79672,"Nanga Kebebu, Nanga Pinoh",Melawi
79672,"Nanga Kelawai, Pinoh Selatan",Melawi
79672,"Nanga Man, Pinoh Utara",Melawi
79672,"Nanga Pintas, Pinoh Selatan",Melawi
79672,"Natai Panjang, Pinoh Utara",Melawi
79672,"Nusa Pandau, Nanga Pinoh",Melawi
79672,"Nyanggai, Pinoh Selatan",Melawi
79672,"Paal, Nanga Pinoh",Melawi
79672,"Pelinggang, Pinoh Selatan",Melawi
79672,"Poring, Nanga Pinoh",Melawi
79672,"Sei/Sungai Bakah, Pinoh Selatan",Melawi
79672,"Sei/Sungai Pinang, Pinoh Utara",Melawi
79672,"Sei/Sungai Raya, Pinoh Utara",Melawi
79672,"Semadin Lengkong, Nanga Pinoh",Melawi
79672,"Senempak, Pinoh Selatan",Melawi
79672,"Senibung, Pinoh Utara",Melawi
79672,"Sido Mulyo, Nanga Pinoh",Melawi
79672,"Suka Damai, Pinoh Utara",Melawi
79672,"Tanjung Arak, Pinoh Utara",Melawi
79672,"Tanjung Lay, Nanga Pinoh",Melawi
79672,"Tanjung Niaga, Nanga Pinoh",Melawi
79672,"Tanjung Paoh, Pinoh Utara",Melawi
79672,"Tanjung Sari, Nanga Pinoh",Melawi
79672,"Tanjung Tengang, Nanga Pinoh",Melawi
79672,"Tebing Karangan, Nanga Pinoh",Melawi
79672,"Tekelak, Pinoh Utara",Melawi
79672,"Tembawang Panjang, Nanga Pinoh",Melawi
79672,"Tengkajau, Pinoh Utara",Melawi
79673,"Berobai Permai, Sayan",Melawi
79673,"Bora, Sayan",Melawi
79673,"Karangan Purun (Kerangan Purun), Sayan",Melawi
79673,"Landau Sadak, Sayan",Melawi
79673,"Lingkar Indah, Sayan",Melawi
79673,"Madya Raya, Sayan",Melawi
79673,"Mekar Pelita, Sayan",Melawi
79673,"Meta Bersatu, Sayan",Melawi
79673,"Nanga Kasai, Sayan",Melawi
79673,"Nanga Kompi, Sayan",Melawi
79673,"Nanga Mancur, Sayan",Melawi
79673,"Nanga Pak, Sayan",Melawi
79673,"Nanga Raku, Sayan",Melawi
79673,"Nanga Sayan, Sayan",Melawi
79673,"Pekawai, Sayan",Melawi
79673,"Sayan Jaya, Sayan",Melawi
79673,"Siling Permai, Sayan",Melawi
79673,"Tumbak Raya, Sayan",Melawi
79674,"Bata Luar, Tanah Pinoh",Melawi
79674,"Batu Begigi, Tanah Pinoh",Melawi
79674,"Bina Jaya, Tanah Pinoh",Melawi
79674,"Bina Karya, Tanah Pinoh",Melawi
79674,"Bukit Raya, Tanah Pinoh Barat",Melawi
79674,"Durian Jaya, Tanah Pinoh Barat",Melawi
79674,"Ganjang, Tanah Pinoh Barat",Melawi
79674,"Harapan Jaya, Tanah Pinoh Barat",Melawi
79674,"Keluas Hulu, Tanah Pinoh Barat",Melawi
79674,"Keranjik, Tanah Pinoh",Melawi
79674,"Laja, Tanah Pinoh Barat",Melawi
79674,"Lintah Taum, Tanah Pinoh Barat",Melawi
79674,"Loka Jaya, Tanah Pinoh",Melawi
79674,"Madong Raya, Tanah Pinoh",Melawi
79674,"Maris Permai, Tanah Pinoh",Melawi
79674,"Pelita Jaya, Tanah Pinoh Barat",Melawi
79674,"Pelita Kanaya, Tanah Pinoh",Melawi
79674,"Suka Maju, Tanah Pinoh",Melawi
79674,"Tanjung Beringin Raya, Tanah Pinoh",Melawi
79674,"Tanjung Gunung, Tanah Pinoh",Melawi
79674,"Togan Baru, Tanah Pinoh Barat",Melawi
79674,"Ulak Muid, Tanah Pinoh Barat",Melawi
79675,"Gelata, Sokan",Melawi
79675,"Keluing Taja, Sokan",Melawi
79675,"Landau Kabu, Sokan",Melawi
79675,"Melana, Sokan",Melawi
79675,"Muara Tanjung, Sokan",Melawi
79675,"Nanga Betangai, Sokan",Melawi
79675,"Nanga Libas, Sokan",Melawi
79675,"Nanga Ora, Sokan",Melawi
79675,"Nanga Potai, Sokan",Melawi
79675,"Nanga Sokan, Sokan",Melawi
79675,"Nanga Tangkit, Sokan",Melawi
79675,"Penyengkuang, Sokan",Melawi
79675,"Sepakat, Sokan",Melawi
79675,"Sijau, Sokan",Melawi
79675,"Tanjung Mahung, Sokan",Melawi
79675,"Tanjung Sokan, Sokan",Melawi
79675,"Telaga Raya, Sokan",Melawi
79675,"Teluk Pangkal, Sokan",Melawi
79681,"Bemban Permai, Ella Hilir",Melawi
79681,"Domet Permai, Ella Hilir",Melawi
79681,"Jabai, Ella Hilir",Melawi
79681,"Kahiya, Ella Hilir",Melawi
79681,"Kerangan Kora, Ella Hilir",Melawi
79681,"Lengkong Nyadom, Ella Hilir",Melawi
79681,"Nanga Ella Hilir, Ella Hilir",Melawi
79681,"Nanga Kalan, Ella Hilir",Melawi
79681,"Nanga Kempangai, Ella Hilir",Melawi
79681,"Nanga Nuak, Ella Hilir",Melawi
79681,"Nanga Nyuruh, Ella Hilir",Melawi
79681,"Nantai Compa, Ella Hilir",Melawi
79681,"Nyangau, Ella Hilir",Melawi
79681,"Pelempai Jaya, Ella Hilir",Melawi
79681,"Penyuguk, Ella Hilir",Melawi
79681,"Perembang Nyuruh, Ella Hilir",Melawi
79681,"Popai, Ella Hilir",Melawi
79681,"Sungai Labu, Ella Hilir",Melawi
79681,"Sungai Mentoba, Ella Hilir",Melawi
79682,"Batas Nangka, Menukung",Melawi
79682,"Batu Badak, Menukung",Melawi
79682,"Batu Onap, Menukung",Melawi
79682,"Belaban Ella, Menukung",Melawi
79682,"Ella Hulu (Nanga Ella Hulu), Menukung",Melawi
79682,"Laman Mumbung, Menukung",Melawi
79682,"Landau Leban, Menukung",Melawi
79682,"Lihai, Menukung",Melawi
79682,"Mawang Mentatai, Menukung",Melawi
79682,"Melona, Menukung",Melawi
79682,"Menukung Kota, Menukung",Melawi
79682,"Nanga Keruap, Menukung",Melawi
79682,"Nanga Siyai, Menukung",Melawi
79682,"Nusa Poring, Menukung",Melawi
79682,"Oyah, Menukung",Melawi
79682,"Pelaik Keruap, Menukung",Melawi
79682,"Sei/Sungai Sampak, Menukung",Melawi
79682,"Sei/Sungai Sampuk, Menukung",Melawi
79682,"Tanjung Beringin, Menukung",Melawi
80111,"Dauh Puri Kaja, Denpasar Utara",Denpasar
80112,"Dauh Puri Kangin, Denpasar Barat",Denpasar
80113,"Dauh Puri, Denpasar Barat",Denpasar
80113,"Dauh Puri Kauh, Denpasar Barat",Denpasar
80114,"Dauh Puri Klod/Kelod, Denpasar Barat",Denpasar
80115,"Peguyangan, Denpasar Utara",Denpasar
80115,"Peguyangan Kaja, Denpasar Utara",Denpasar
80115,"Peguyangan Kangin, Denpasar Utara",Denpasar
80116,"Ubung, Denpasar Utara",Denpasar
80116,"Ubung Kaja, Denpasar Utara",Denpasar
80117,"Padangsambian, Denpasar Barat",Denpasar
80117,"Padangsambian Kaja, Denpasar Barat",Denpasar
80117,"Padangsambian Klod/Kelod, Denpasar Barat",Denpasar
80118,"Pemecutan Kaja, Denpasar Utara",Denpasar
80119,"Pemecutan, Denpasar Barat",Denpasar
80119,"Pemecutan Klod/Kelod, Denpasar Barat",Denpasar
80119,"Tegal Harum, Denpasar Barat",Denpasar
80119,"Tegal Kertha, Denpasar Barat",Denpasar
80221,"Pemogan, Denpasar Selatan",Denpasar
80222,"Pedungan, Denpasar Selatan",Denpasar
80223,"Sesetan, Denpasar Selatan",Denpasar
80224,"Sidakarya, Denpasar Selatan",Denpasar
80225,"Panjer, Denpasar Selatan",Denpasar
80226,"Renon, Denpasar Selatan",Denpasar
80227,"Sanur Kaja, Denpasar Selatan",Denpasar
80227,"Sanur Kauh, Denpasar Selatan",Denpasar
80228,"Sanur, Denpasar Selatan",Denpasar
80229,"Serangan, Denpasar Selatan",Denpasar
80231,"Dangin Puri Kaja, Denpasar Utara",Denpasar
80231,"Dangin Puri Kauh, Denpasar Utara",Denpasar
80232,"Dangin Puri, Denpasar Timur",Denpasar
80233,"Dangin Puri Kangin, Denpasar Utara",Denpasar
80234,"Dangin Puri Klod, Denpasar Timur",Denpasar
80235,"Sumerta, Denpasar Timur",Denpasar
80236,"Sumerta Kaja, Denpasar Timur",Denpasar
80236,"Sumerta Kauh, Denpasar Timur",Denpasar
80237,"Kesiman, Denpasar Timur",Denpasar
80237,"Kesiman Kertalangu, Denpasar Timur",Denpasar
80237,"Kesiman Petilan, Denpasar Timur",Denpasar
80238,"Penatih, Denpasar Timur",Denpasar
80238,"Penatih Dangin Puri, Denpasar Timur",Denpasar
80239,"Sumerta Kelod/Klod, Denpasar Timur",Denpasar
80239,"Tonja, Denpasar Utara",Denpasar
80351,"Abianbase, Mengwi",Badung
80351,"Baha, Mengwi",Badung
80351,"Buduk, Mengwi",Badung
80351,"Cemagi, Mengwi",Badung
80351,"Gulingan, Mengwi",Badung
80351,"Kapal, Mengwi",Badung
80351,"Kekeran, Mengwi",Badung
80351,"Kuwum, Mengwi",Badung
80351,"Lukluk, Mengwi",Badung
80351,"Mengwi, Mengwi",Badung
80351,"Mengwitani, Mengwi",Badung
80351,"Munggu, Mengwi",Badung
80351,"Penarungan, Mengwi",Badung
80351,"Pererenan, Mengwi",Badung
80351,"Sading, Mengwi",Badung
80351,"Sembung, Mengwi",Badung
80351,"Sempidi, Mengwi",Badung
80351,"Sobangan, Mengwi",Badung
80351,"Tumbak Bayuh, Mengwi",Badung
80351,"Werdi Bhuwana, Mengwi",Badung
80352,"Abiansemal, Abiansemal",Badung
80352,"Angantaka, Abiansemal",Badung
80352,"Ayunan, Abiansemal",Badung
80352,"Blahkiuh, Abiansemal",Badung
80352,"Bongkasa, Abiansemal",Badung
80352,"Bongkasa Pertiwi, Abiansemal",Badung
80352,"Darmasaba, Abiansemal",Badung
80352,"Dauh Yeh Cani, Abiansemal",Badung
80352,"Jagapati, Abiansemal",Badung
80352,"Mambal, Abiansemal",Badung
80352,"Mekar Bhuwana, Abiansemal",Badung
80352,"Punggul, Abiansemal",Badung
80352,"Sangeh, Abiansemal",Badung
80352,"Sedang, Abiansemal",Badung
80352,"Selat, Abiansemal",Badung
80352,"Sibang Gede, Abiansemal",Badung
80352,"Sibang Kaja, Abiansemal",Badung
80352,"Taman, Abiansemal",Badung
80353,"Belok, Petang",Badung
80353,"Carangsari, Petang",Badung
80353,"Getasan, Petang",Badung
80353,"Pangsan, Petang",Badung
80353,"Pelaga, Petang",Badung
80353,"Petang, Petang",Badung
80353,"Sulangai, Petang",Badung
80361,"Benoa, Kuta Selatan",Badung
80361,"Canggu, Kuta Utara",Badung
80361,"Dalung, Kuta Utara",Badung
80361,"Jimbaran, Kuta Selatan",Badung
80361,"Kedonganan, Kuta",Badung
80361,"Kerobokan, Kuta Utara",Badung
80361,"Kerobokan Kaja, Kuta Utara",Badung
80361,"Kerobokan Kelod, Kuta Utara",Badung
80361,"Kuta, Kuta",Badung
80361,"Kutuh, Kuta Selatan",Badung
80361,"Legian, Kuta",Badung
80361,"Pecatu, Kuta Selatan",Badung
80361,"Seminyak, Kuta",Badung
80361,"Tanjung Benoa, Kuta Selatan",Badung
80361,"Tibubeneng, Kuta Utara",Badung
80361,"Tuban, Kuta",Badung
80361,"Ungasan, Kuta Selatan",Badung
80511,"Gianyar, Gianyar",Gianyar
80512,"Samplangan, Gianyar",Gianyar
80513,"Beng, Gianyar",Gianyar
80515,"Abianbase, Gianyar",Gianyar
80515,"Bakbakan, Gianyar",Gianyar
80515,"Bitera, Gianyar",Gianyar
80515,"Lebih, Gianyar",Gianyar
80515,"Petak, Gianyar",Gianyar
80515,"Petak Kaja, Gianyar",Gianyar
80515,"Serongga, Gianyar",Gianyar
80515,"Siangan, Gianyar",Gianyar
80515,"Sidan, Gianyar",Gianyar
80515,"Sumita, Gianyar",Gianyar
80515,"Suwat, Gianyar",Gianyar
80515,"Tegal Tugu, Gianyar",Gianyar
80515,"Temesi, Gianyar",Gianyar
80515,"Tulikup, Gianyar",Gianyar
80552,"Manukaya, Tampak Siring",Gianyar
80552,"Pejeng, Tampak Siring",Gianyar
80552,"Pejeng Kaja, Tampak Siring",Gianyar
80552,"Pejeng Kangin, Tampak Siring",Gianyar
80552,"Pejeng Kawan, Tampak Siring",Gianyar
80552,"Pejeng Klod (Kelod), Tampak Siring",Gianyar
80552,"Sanding, Tampak Siring",Gianyar
80552,"Tampaksiring, Tampak Siring",Gianyar
80561,"Kedisan, Tegallalang",Gianyar
80561,"Keliki, Tegallalang",Gianyar
80561,"Kenderan, Tegallalang",Gianyar
80561,"Pupuan, Tegallalang",Gianyar
80561,"Sebatu, Tegallalang",Gianyar
80561,"Taro, Tegallalang",Gianyar
80561,"Tegallalang, Tegallalang",Gianyar
80571,"Kedewatan, Ubud",Gianyar
80571,"Lodtunduh, Ubud",Gianyar
80571,"Mas, Ubud",Gianyar
80571,"Peliatan, Ubud",Gianyar
80571,"Petulu, Ubud",Gianyar
80571,"Sayan, Ubud",Gianyar
80571,"Singakerta (Singekerta), Ubud",Gianyar
80571,"Ubud, Ubud",Gianyar
80572,"Bresela (Beresela), Payangan",Gianyar
80572,"Buahan, Payangan",Gianyar
80572,"Buahan Kaja, Payangan",Gianyar
80572,"Bukian, Payangan",Gianyar
80572,"Kelusa, Payangan",Gianyar
80572,"Kerta, Payangan",Gianyar
80572,"Melinggih, Payangan",Gianyar
80572,"Melinggih Kelod, Payangan",Gianyar
80572,"Puhu, Payangan",Gianyar
80581,"Bedulu, Belah Batuh (Blahbatuh)",Gianyar
80581,"Belega, Belah Batuh (Blahbatuh)",Gianyar
80581,"Blahbatuh, Belah Batuh (Blahbatuh)",Gianyar
80581,"Bona, Belah Batuh (Blahbatuh)",Gianyar
80581,"Buruan, Belah Batuh (Blahbatuh)",Gianyar
80581,"Keramas, Belah Batuh (Blahbatuh)",Gianyar
80581,"Medahan, Belah Batuh (Blahbatuh)",Gianyar
80581,"Pering, Belah Batuh (Blahbatuh)",Gianyar
80581,"Saba, Belah Batuh (Blahbatuh)",Gianyar
80582,"Batuan, Sukawati",Gianyar
80582,"Batuan Kaler, Sukawati",Gianyar
80582,"Batubulan, Sukawati",Gianyar
80582,"Batubulan Kangin, Sukawati",Gianyar
80582,"Celuk, Sukawati",Gianyar
80582,"Guwang, Sukawati",Gianyar
80582,"Kemenuh, Sukawati",Gianyar
80582,"Ketewel, Sukawati",Gianyar
80582,"Singapadu, Sukawati",Gianyar
80582,"Singapadu Kaler, Sukawati",Gianyar
80582,"Singapadu Tengah, Sukawati",Gianyar
80582,"Sukawati, Sukawati",Gianyar
80611,"Kubu, Bangli",Bangli
80611,"Landih, Bangli",Bangli
80612,"Cempaga, Bangli",Bangli
80613,"Kawan, Bangli",Bangli
80614,"Bebalang, Bangli",Bangli
80614,"Bunutin, Bangli",Bangli
80614,"Kayubihi, Bangli",Bangli
80614,"Pengotan, Bangli",Bangli
80614,"Taman Bali, Bangli",Bangli
80652,"Abang Songan, Kintamani",Bangli
80652,"Abuan, Kintamani",Bangli
80652,"Awan, Kintamani",Bangli
80652,"Bantang, Kintamani",Bangli
80652,"Banua, Kintamani",Bangli
80652,"Batu Dinding, Kintamani",Bangli
80652,"Batukaang, Kintamani",Bangli
80652,"Batur Selatan, Kintamani",Bangli
80652,"Batur Tengah, Kintamani",Bangli
80652,"Batur Utara, Kintamani",Bangli
80652,"Bayungcerik, Kintamani",Bangli
80652,"Bayunggede, Kintamani",Bangli
80652,"Belancan, Kintamani",Bangli
80652,"Belandingan, Kintamani",Bangli
80652,"Belanga, Kintamani",Bangli
80652,"Belantih, Kintamani",Bangli
80652,"Binyan, Kintamani",Bangli
80652,"Bonyoh, Kintamani",Bangli
80652,"Buahan, Kintamani",Bangli
80652,"Bunutin, Kintamani",Bangli
80652,"Catur, Kintamani",Bangli
80652,"Daup, Kintamani",Bangli
80652,"Dausa, Kintamani",Bangli
80652,"Gunungbau, Kintamani",Bangli
80652,"Katung, Kintamani",Bangli
80652,"Kedisan, Kintamani",Bangli
80652,"Kintamani, Kintamani",Bangli
80652,"Kutuh, Kintamani",Bangli
80652,"Langgahan, Kintamani",Bangli
80652,"Lembean, Kintamani",Bangli
80652,"Mangguh, Kintamani",Bangli
80652,"Manikliyu, Kintamani",Bangli
80652,"Mengani, Kintamani",Bangli
80652,"Pengejaran, Kintamani",Bangli
80652,"Pinggan, Kintamani",Bangli
80652,"Satra, Kintamani",Bangli
80652,"Sekaan, Kintamani",Bangli
80652,"Sekardadi, Kintamani",Bangli
80652,"Selulung, Kintamani",Bangli
80652,"Serahi, Kintamani",Bangli
80652,"Siyakin, Kintamani",Bangli
80652,"Songan A, Kintamani",Bangli
80652,"Songan B, Kintamani",Bangli
80652,"Subaya, Kintamani",Bangli
80652,"Sukawana, Kintamani",Bangli
80652,"Suter, Kintamani",Bangli
80652,"Terunyan, Kintamani",Bangli
80652,"Ulian, Kintamani",Bangli
80661,"Abuan, Susut",Bangli
80661,"Apuan, Susut",Bangli
80661,"Demulih, Susut",Bangli
80661,"Pengiangan, Susut",Bangli
80661,"Penglumbaran, Susut",Bangli
80661,"Selat, Susut",Bangli
80661,"Sulahan, Susut",Bangli
80661,"Susut, Susut",Bangli
80661,"Tiga, Susut",Bangli
80671,"Bangbang, Tembuku",Bangli
80671,"Jehem, Tembuku",Bangli
80671,"Peninjoan, Tembuku",Bangli
80671,"Tembuku, Tembuku",Bangli
80671,"Undisan, Tembuku",Bangli
80671,"Yangapi, Tembuku",Bangli
80711,"Semarapura Tengah, Klungkung",Klungkung
80712,"Semarapura Kaja, Klungkung",Klungkung
80713,"Semarapura Kauh, Klungkung",Klungkung
80716,"Akah, Klungkung",Klungkung
80716,"Gelgel, Klungkung",Klungkung
80716,"Jumpai, Klungkung",Klungkung
80716,"Kamasan, Klungkung",Klungkung
80716,"Kampung Gelgel, Klungkung",Klungkung
80716,"Manduang, Klungkung",Klungkung
80716,"Satra, Klungkung",Klungkung
80716,"Selat, Klungkung",Klungkung
80716,"Selisihan, Klungkung",Klungkung
80716,"Semarapura Kangin, Klungkung",Klungkung
80716,"Semarapura Klod Kangin, Klungkung",Klungkung
80716,"Semarapura Klod/Kelod, Klungkung",Klungkung
80716,"Tangkas, Klungkung",Klungkung
80716,"Tegak, Klungkung",Klungkung
80716,"Tojan, Klungkung",Klungkung
80752,"Aan, Banjarangkan",Klungkung
80752,"Bakas, Banjarangkan",Klungkung
80752,"Banjarangkan, Banjarangkan",Klungkung
80752,"Bungbungan, Banjarangkan",Klungkung
80752,"Getakan, Banjarangkan",Klungkung
80752,"Negari, Banjarangkan",Klungkung
80752,"Nyalian, Banjarangkan",Klungkung
80752,"Nyanglan, Banjarangkan",Klungkung
80752,"Takmung, Banjarangkan",Klungkung
80752,"Tihingan, Banjarangkan",Klungkung
80752,"Timuhun, Banjarangkan",Klungkung
80752,"Tohpati, Banjarangkan",Klungkung
80752,"Tusan, Banjarangkan",Klungkung
80761,"Besan, Dawan",Klungkung
80761,"Dawan Kaler, Dawan",Klungkung
80761,"Dawan Klod, Dawan",Klungkung
80761,"Gunaksa, Dawan",Klungkung
80761,"Kampung Kusamba, Dawan",Klungkung
80761,"Kusamba, Dawan",Klungkung
80761,"Paksebali, Dawan",Klungkung
80761,"Pesinggahan, Dawan",Klungkung
80761,"Pikat, Dawan",Klungkung
80761,"Sampalan Klod, Dawan",Klungkung
80761,"Sampalan Tengah, Dawan",Klungkung
80761,"Sulang, Dawan",Klungkung
80771,"Batukandik, Nusapenida",Klungkung
80771,"Batumadeg, Nusapenida",Klungkung
80771,"Batununggul, Nusapenida",Klungkung
80771,"Bunga Mekar, Nusapenida",Klungkung
80771,"Jungutbatu, Nusapenida",Klungkung
80771,"Kampung Toyapakeh, Nusapenida",Klungkung
80771,"Klumpu, Nusapenida",Klungkung
80771,"Kutampi, Nusapenida",Klungkung
80771,"Kutampi Kaler, Nusapenida",Klungkung
80771,"Lembongan, Nusapenida",Klungkung
80771,"Ped, Nusapenida",Klungkung
80771,"Pejukutan, Nusapenida",Klungkung
80771,"Sakti, Nusapenida",Klungkung
80771,"Sekartaji, Nusapenida",Klungkung
80771,"Suana, Nusapenida",Klungkung
80771,"Tanglad, Nusapenida",Klungkung
80811,"Bugbug, Karang Asem",Karangasem
80811,"Bukit, Karang Asem",Karangasem
80811,"Karangasem, Karang Asem",Karangasem
80811,"Padang Kerta, Karang Asem",Karangasem
80811,"Pertima, Karang Asem",Karangasem
80811,"Seraya Barat, Karang Asem",Karangasem
80811,"Seraya Tengah, Karang Asem",Karangasem
80811,"Seraya Timur, Karang Asem",Karangasem
80811,"Tegallinggah, Karang Asem",Karangasem
80811,"Tumbu, Karang Asem",Karangasem
80813,"Subagan, Karang Asem",Karangasem
80852,"Ababi, Abang",Karangasem
80852,"Abang, Abang",Karangasem
80852,"Bunutan, Abang",Karangasem
80852,"Culik, Abang",Karangasem
80852,"Datah, Abang",Karangasem
80852,"Kerta Mandala, Abang",Karangasem
80852,"Kesimpar, Abang",Karangasem
80852,"Laba Sari, Abang",Karangasem
80852,"Nawakerti, Abang",Karangasem
80852,"Pidpid, Abang",Karangasem
80852,"Purwakerti, Abang",Karangasem
80852,"Tista, Abang",Karangasem
80852,"Tiyingtali, Abang",Karangasem
80852,"Tri Buana, Abang",Karangasem
80853,"Ban, Kubu",Karangasem
80853,"Batu Ringgit, Kubu",Karangasem
80853,"Dukuh, Kubu",Karangasem
80853,"Kubu, Kubu",Karangasem
80853,"Sukadana, Kubu",Karangasem
80853,"Tianyar Barat, Kubu",Karangasem
80853,"Tianyar Tengah, Kubu",Karangasem
80853,"Tianyar Timur, Kubu",Karangasem
80853,"Tulamben, Kubu",Karangasem
80861,"Bebandem, Bebandem",Karangasem
80861,"Buana Giri, Bebandem",Karangasem
80861,"Budakeling (Bude Keling), Bebandem",Karangasem
80861,"Bungaya (Bungaya Kauh), Bebandem",Karangasem
80861,"Bungaya Kangin, Bebandem",Karangasem
80861,"Jungutan, Bebandem",Karangasem
80861,"Macang, Bebandem",Karangasem
80861,"Sibetan, Bebandem",Karangasem
80862,"Amerta Bhuana, Selat",Karangasem
80862,"Duda, Selat",Karangasem
80862,"Duda Timur, Selat",Karangasem
80862,"Duda Utara, Selat",Karangasem
80862,"Muncan, Selat",Karangasem
80862,"Pering Sari, Selat",Karangasem
80862,"Sebudi, Selat",Karangasem
80862,"Selat, Selat",Karangasem
80863,"Besakih, Rendang",Karangasem
80863,"Menanga, Rendang",Karangasem
80863,"Nongan, Rendang",Karangasem
80863,"Pempatan, Rendang",Karangasem
80863,"Pesaban, Rendang",Karangasem
80863,"Rendang, Rendang",Karangasem
80864,"Kertha Buana, Sidemen",Karangasem
80864,"Lokasari, Sidemen",Karangasem
80864,"Sangkan Gunung, Sidemen",Karangasem
80864,"Sidemen, Sidemen",Karangasem
80864,"Sindu Wati, Sidemen",Karangasem
